"Date","Title","Dev Gross","Paying share","ARPPU","New paying users","Paying users","DAU"
,"Mirrors of Albion",27048,2.316,18,145,1312,56641
,"The Tribez",73367,1.421,17,684,4127,290516
,"Paradise Island 2",20805,2.517,17,231,1253,49783
,"Mystery Manor",172,1.41,12,3,16,1135
"01.10.2017",,242459,1.3,14,5562,16510,1269570
,"Guns of Boom",79783,1.057,10,3784,7712,729884
,"Trade Island",8,0.437,4,1,3,686
,"Airport City",40440,1.391,21,597,1854,133269
,"Mirrors of Albion",22795,2.066,17,111,1195,57831
,"The Tribez",78480,1.494,17,748,4416,295508
,"Paradise Island 2",20856,2.574,16,320,1318,51212
,"Mystery Manor",98,1.017,9,1,12,1180
"02.10.2017",,197813,1.249,14,4679,14234,1139726
,"Guns of Boom",70593,1.133,10,3304,6975,615829
,"Trade Island",16,0.129,1,,1,778
,"Airport City",34780,1.321,20,458,1667,126163
,"Mirrors of Albion",19746,1.799,19,82,1005,55852
,"The Tribez",48563,1.081,15,571,3128,289425
,"Paradise Island 2",24057,2.849,17,263,1440,50538
,"Mystery Manor",59,1.578,10,1,18,1141
"03.10.2017",,189165,1.302,13,4419,14654,1125640
,"Guns of Boom",69459,1.125,10,2967,6749,600124
,"Trade Island",51,0.094,1,,1,1064
,"Airport City",47925,1.79,21,547,2249,125625
,"Mirrors of Albion",22140,2.346,17,128,1311,55878
,"The Tribez",35663,1.135,10,534,3307,291449
,"Paradise Island 2",13833,2.041,13,242,1028,50372
,"Mystery Manor",93,0.798,12,1,9,1128
"04.10.2017",,168995,1.216,12,4066,13405,1102036
,"Guns of Boom",65118,1.111,10,2738,6482,583519
,"Trade Island",92,0.44,12,5,5,1137
,"Airport City",37874,1.493,20,433,1849,123875
,"Mirrors of Albion",16554,2.067,16,131,1149,55589
,"The Tribez",35949,1.061,11,541,3049,287270
,"Paradise Island 2",13225,1.726,16,217,855,49541
,"Mystery Manor",183,1.448,13,1,16,1105
"05.10.2017",,176844,1.225,13,4269,13914,1135626
,"Guns of Boom",68606,1.053,10,2943,6502,617464
,"Trade Island",69,0.727,8,5,8,1100
,"Airport City",36793,1.349,21,441,1677,124276
,"Mirrors of Albion",13884,1.823,13,119,1026,56286
,"The Tribez",30945,1.011,11,479,2890,285779
,"Paradise Island 2",26412,3.622,15,281,1795,49556
,"Mystery Manor",135,1.373,10,1,16,1165
"06.10.2017",,317773,1.602,16,5744,18724,1169068
,"Guns of Boom",82297,1.241,10,4208,8156,657087
,"Trade Island",72,0.553,9,3,6,1085
,"Airport City",131722,3.184,31,591,3967,124579
,"Mirrors of Albion",14604,2.08,14,115,1163,55922
,"The Tribez",58554,1.277,15,581,3586,280873
,"Paradise Island 2",30382,3.787,17,245,1833,48403
,"Mystery Manor",143,1.162,12,1,13,1119
"07.10.2017",,284971,1.489,15,6354,18321,1230161
,"Guns of Boom",88028,1.239,10,4741,8855,714493
,"Trade Island",47,0.69,5,9,11,1595
,"Airport City",79633,2.193,26,620,2827,128913
,"Mirrors of Albion",17763,2.302,16,137,1292,56122
,"The Tribez",70694,1.329,19,600,3716,279704
,"Paradise Island 2",28556,3.313,18,245,1598,48227
,"Mystery Manor",250,1.987,13,2,22,1107
"08.10.2017",,270753,1.454,15,6310,18090,1243735
,"Guns of Boom",84062,1.242,9,4675,8939,719556
,"Trade Island",171,1.435,7,20,25,1742
,"Airport City",85195,2.208,28,576,2859,129473
,"Mirrors of Albion",15004,2.084,13,123,1202,57680
,"The Tribez",64875,1.319,17,663,3765,285364
,"Paradise Island 2",21018,2.617,16,251,1277,48801
,"Mystery Manor",428,2.055,21,2,23,1119
"09.10.2017",,174911,1.205,12,5297,14057,1166622
,"Guns of Boom",78522,1.233,10,4048,8011,649776
,"Trade Island",104,0.877,7,12,15,1711
,"Airport City",19860,0.918,17,390,1129,123044
,"Mirrors of Albion",13686,1.782,14,112,1010,56672
,"The Tribez",44061,0.973,15,546,2791,286742
,"Paradise Island 2",18508,2.281,17,187,1085,47562
,"Mystery Manor",170,1.435,12,2,16,1115
"10.10.2017",,155670,1.212,11,4954,14042,1158615
,"Guns of Boom",73733,1.178,10,3620,7471,634138
,"Trade Island",151,1.669,6,19,24,1438
,"Airport City",27721,1.084,21,410,1320,121760
,"Mirrors of Albion",12833,1.877,12,141,1067,56851
,"The Tribez",32668,1.186,9,599,3511,295940
,"Paradise Island 2",8433,1.339,13,162,635,47413
,"Mystery Manor",129,1.302,10,3,14,1075
"11.10.2017",,163663,1.21,11,4982,14249,1177289
,"Guns of Boom",74780,1.179,10,3638,7640,648199
,"Trade Island",181,1.82,8,7,24,1319
,"Airport City",28253,1.083,22,395,1315,121366
,"Mirrors of Albion",11656,1.943,11,146,1112,57225
,"The Tribez",37676,1.107,11,614,3338,301539
,"Paradise Island 2",10745,1.716,13,177,798,46517
,"Mystery Manor",373,1.957,20,5,22,1124
"12.10.2017",,173553,1.176,12,4902,14297,1215686
,"Guns of Boom",77721,1.127,10,3588,7657,679643
,"Trade Island",123,1.336,8,10,16,1198
,"Airport City",23565,1.025,19,372,1269,123797
,"Mirrors of Albion",25293,2.388,19,107,1357,56825
,"The Tribez",32781,0.99,11,661,3039,306905
,"Paradise Island 2",13946,2.044,15,160,946,46273
,"Mystery Manor",123,1.244,11,4,13,1045
"13.10.2017",,243183,1.37,14,5413,16657,1215753
,"Guns of Boom",86345,1.188,11,3911,8070,679205
,"Trade Island",134,1.842,6,8,21,1140
,"Airport City",36777,1.435,20,438,1797,125270
,"Mirrors of Albion",19760,2.16,16,127,1211,56065
,"The Tribez",61413,1.254,15,749,3852,307070
,"Paradise Island 2",38532,3.667,23,178,1686,45975
,"Mystery Manor",222,1.946,13,2,20,1028
"14.10.2017",,247641,1.307,14,5537,17053,1304659
,"Guns of Boom",88990,1.093,10,4121,8393,767793
,"Trade Island",77,1.376,5,5,15,1090
,"Airport City",39717,1.301,23,405,1695,130239
,"Mirrors of Albion",24247,2.493,19,95,1397,56031
,"The Tribez",58761,1.26,15,725,3802,301791
,"Paradise Island 2",35417,3.711,20,186,1733,46699
,"Mystery Manor",431,1.772,28,,18,1016
"15.10.2017",,229198,1.341,13,6100,17226,1284370
,"Guns of Boom",88746,1.187,10,4592,8839,744644
,"Trade Island",153,1.369,10,8,15,1096
,"Airport City",40877,1.389,22,494,1813,130507
,"Mirrors of Albion",13980,2.105,12,93,1207,57328
,"The Tribez",55080,1.267,14,715,3835,302600
,"Paradise Island 2",30106,3.186,20,195,1501,47118
,"Mystery Manor",257,1.486,20,3,16,1077
"16.10.2017",,184511,1.203,13,5166,14506,1205472
,"Guns of Boom",77821,1.164,10,4033,7905,678949
,"Trade Island",565,1.476,35,5,16,1084
,"Airport City",25931,1.089,19,347,1351,124064
,"Mirrors of Albion",11195,1.885,10,92,1066,56545
,"The Tribez",41740,0.977,15,540,2908,297496
,"Paradise Island 2",26980,2.688,22,148,1244,46281
,"Mystery Manor",279,1.519,21,1,16,1053
"17.10.2017",,169092,1.278,11,5146,15212,1190412
,"Guns of Boom",80423,1.227,10,3998,8176,666327
,"Trade Island",137,1.559,9,3,16,1026
,"Airport City",32552,1.356,19,404,1670,123177
,"Mirrors of Albion",14117,2.086,12,111,1196,57337
,"The Tribez",35049,1.235,9,485,3652,295601
,"Paradise Island 2",6675,1.076,13,145,494,45909
,"Mystery Manor",139,0.773,21,,8,1035
"18.10.2017",,165647,1.224,11,4983,14541,1188404
,"Guns of Boom",80280,1.237,10,3928,8240,666017
,"Trade Island",139,1.724,7,6,17,986
,"Airport City",27340,1.253,17,338,1542,123030
,"Mirrors of Albion",12250,2.123,10,103,1208,56895
,"The Tribez",33083,0.969,11,457,2831,292303
,"Paradise Island 2",12401,1.423,18,148,685,48132
,"Mystery Manor",155,1.729,10,3,18,1041
"19.10.2017",,181191,1.277,12,4807,15004,1175256
,"Guns of Boom",84505,1.243,10,3765,8175,657619
,"Trade Island",182,1.704,11,6,16,939
,"Airport City",26396,1.114,19,304,1361,122189
,"Mirrors of Albion",13621,1.923,14,97,1074,55845
,"The Tribez",32151,0.917,12,459,2654,289468
,"Paradise Island 2",24074,3.547,14,173,1709,48182
,"Mystery Manor",263,1.479,20,3,15,1014
"20.10.2017",,311133,1.578,16,5226,18863,1195623
,"Guns of Boom",90227,1.251,10,3938,8495,678939
,"Trade Island",261,1.848,15,4,17,920
,"Airport City",113969,2.861,31,481,3524,123193
,"Mirrors of Albion",13028,2.215,13,99,1227,55400
,"The Tribez",62155,1.292,17,501,3726,288358
,"Paradise Island 2",31334,3.893,17,201,1861,47809
,"Mystery Manor",159,1.295,15,2,13,1004
"21.10.2017",,284927,1.458,15,5383,18385,1260722
,"Guns of Boom",94314,1.232,10,4123,9022,732493
,"Trade Island",274,1.527,16,5,14,917
,"Airport City",63993,1.836,27,405,2306,125603
,"Mirrors of Albion",29246,2.812,20,94,1581,56228
,"The Tribez",68312,1.283,17,553,3793,295543
,"Paradise Island 2",28522,3.374,17,201,1651,48940
,"Mystery Manor",267,1.804,17,2,18,998
"22.10.2017",,274496,1.404,15,5569,17919,1275963
,"Guns of Boom",90628,1.212,10,4167,8983,741354
,"Trade Island",202,1.344,21,6,12,893
,"Airport City",73406,2.07,27,473,2606,125918
,"Mirrors of Albion",23004,2.253,18,113,1318,58507
,"The Tribez",64801,1.246,17,601,3717,298421
,"Paradise Island 2",21979,2.543,17,209,1268,49865
,"Mystery Manor",475,1.493,32,,15,1005
"23.10.2017",,176461,1.127,13,3946,13558,1203499
,"Guns of Boom",63984,0.934,10,2892,6404,685321
,"Trade Island",300,2.378,14,6,21,883
,"Airport City",15580,0.711,18,279,852,119851
,"Mirrors of Albion",17252,2.003,15,85,1142,57017
,"The Tribez",51658,1.164,14,464,3389,291122
,"Paradise Island 2",27521,3.598,15,219,1738,48298
,"Mystery Manor",166,1.192,16,1,12,1007
"24.10.2017",,183297,1.242,12,4697,15244,1227306
,"Guns of Boom",94304,1.141,12,3438,8079,707946
,"Trade Island",226,5.487,5,25,49,893
,"Airport City",19831,0.998,16,354,1207,120918
,"Mirrors of Albion",15644,1.924,16,100,1103,57334
,"The Tribez",34227,1.219,9,614,3553,291365
,"Paradise Island 2",18982,2.591,15,163,1240,47855
,"Mystery Manor",83,1.307,8,3,13,995
"25.10.2017",,190414,1.254,12,4977,15676,1249929
,"Guns of Boom",105812,1.193,12,3547,8758,734282
,"Trade Island",294,3.682,9,16,32,869
,"Airport City",22720,1.021,18,325,1232,120683
,"Mirrors of Albion",12387,1.836,12,95,1048,57067
,"The Tribez",33897,1.241,10,821,3579,288346
,"Paradise Island 2",15174,2.133,15,170,1018,47717
,"Mystery Manor",131,0.933,17,3,9,965
"26.10.2017",,189178,1.239,12,4980,15582,1257355
,"Guns of Boom",100714,1.181,11,3712,8806,745780
,"Trade Island",229,2.331,11,8,20,858
,"Airport City",24034,1.049,19,304,1255,119660
,"Mirrors of Albion",15018,1.956,15,76,1129,57725
,"The Tribez",33624,1.212,10,732,3454,284945
,"Paradise Island 2",15488,1.91,17,146,906,47430
,"Mystery Manor",72,1.254,7,2,12,957
"27.10.2017",,241803,1.359,14,5225,17425,1282238
,"Guns of Boom",104275,1.178,11,3895,9097,772429
,"Trade Island",135,2.833,6,12,23,812
,"Airport City",32181,1.35,20,299,1634,121069
,"Mirrors of Albion",15953,1.811,15,71,1036,57214
,"The Tribez",67044,1.544,16,789,4368,282962
,"Paradise Island 2",22108,2.679,17,156,1254,46815
,"Mystery Manor",106,1.387,9,3,13,937
"28.10.2017",,233205,1.308,13,5495,17465,1334873
,"Guns of Boom",100913,1.128,11,4035,9203,816189
,"Trade Island",105,2.945,4,13,25,849
,"Airport City",30278,1.203,19,385,1520,126347
,"Mirrors of Albion",15858,1.895,15,93,1096,57834
,"The Tribez",62667,1.484,15,770,4233,285230
,"Paradise Island 2",23081,2.861,17,193,1358,47469
,"Mystery Manor",303,3.141,11,6,30,955
"29.10.2017",,251970,1.333,14,5800,18049,1353949
,"Guns of Boom",99290,1.128,11,4283,9347,828648
,"Trade Island",296,3.215,8,26,39,1213
,"Airport City",31518,1.278,19,440,1647,128855
,"Mirrors of Albion",27138,2.491,19,116,1483,59526
,"The Tribez",72661,1.478,18,731,4241,286924
,"Paradise Island 2",20590,2.64,16,199,1262,47805
,"Mystery Manor",477,3.067,18,5,30,978
"30.10.2017",,221028,1.284,14,5015,16407,1277994
,"Guns of Boom",92234,1.108,11,3846,8565,773150
,"Trade Island",284,4.813,5,43,58,1205
,"Airport City",23455,0.974,19,275,1186,121785
,"Mirrors of Albion",22280,2.078,19,85,1203,57894
,"The Tribez",51864,1.182,17,544,3268,276532
,"Paradise Island 2",30727,4.542,14,221,2111,46478
,"Mystery Manor",184,1.684,13,1,16,950
"31.10.2017",,200994,1.289,12,4907,16462,1277475
,"Guns of Boom",96437,1.143,11,3787,8921,780634
,"Trade Island",422,3.068,11,22,37,1206
,"Airport City",33105,1.414,19,371,1710,120948
,"Mirrors of Albion",20090,1.961,19,66,1127,57458
,"The Tribez",37906,1.27,11,458,3441,270932
,"Paradise Island 2",12892,2.673,11,202,1213,45374
,"Mystery Manor",142,1.408,11,1,13,923
"01.11.2017",,196183,1.234,13,4723,15426,1250338
,"Guns of Boom",93582,1.11,11,3578,8369,754141
,"Trade Island",351,3.091,9,20,37,1197
,"Airport City",29343,1.305,18,354,1584,121398
,"Mirrors of Albion",20597,1.953,22,88,1129,57812
,"The Tribez",40859,1.324,12,521,3574,269875
,"Paradise Island 2",11291,1.594,15,160,717,44984
,"Mystery Manor",160,1.719,12,2,16,931
"02.11.2017",,179935,1.166,13,4566,14362,1231899
,"Guns of Boom",84220,1.044,11,3503,7706,737807
,"Trade Island",356,2.909,10,20,35,1203
,"Airport City",28793,1.12,21,308,1370,122373
,"Mirrors of Albion",16713,1.862,16,108,1086,58336
,"The Tribez",42641,1.413,11,515,3774,267031
,"Paradise Island 2",7171,0.868,19,112,384,44261
,"Mystery Manor",42,0.788,7,,7,888
"03.11.2017",,316090,1.503,17,5018,18432,1226030
,"Guns of Boom",88215,1.083,11,3652,7957,734819
,"Trade Island",174,2.037,7,9,24,1178
,"Airport City",110840,2.881,30,467,3569,123881
,"Mirrors of Albion",24388,2.535,19,134,1461,57624
,"The Tribez",74519,1.728,17,611,4553,263511
,"Paradise Island 2",17846,1.95,21,145,860,44106
,"Mystery Manor",107,0.878,15,,8,911
"04.11.2017",,272854,1.384,16,5046,17513,1265193
,"Guns of Boom",89745,1.051,11,3588,8044,765413
,"Trade Island",338,2.08,13,13,27,1298
,"Airport City",67900,1.929,27,487,2477,128441
,"Mirrors of Albion",18143,2.227,14,146,1303,58503
,"The Tribez",75123,1.701,17,659,4517,265545
,"Paradise Island 2",21326,2.505,19,151,1129,45076
,"Mystery Manor",280,1.745,21,2,16,917
"05.11.2017",,261026,1.344,15,5010,16915,1258879
,"Guns of Boom",80811,1.013,11,3552,7669,757386
,"Trade Island",456,2.294,15,11,30,1308
,"Airport City",74026,2.134,26,545,2728,127826
,"Mirrors of Albion",19137,2.157,15,129,1275,59121
,"The Tribez",65787,1.532,17,590,4079,266214
,"Paradise Island 2",20618,2.423,18,179,1117,46106
,"Mystery Manor",190,1.852,12,4,17,918
"06.11.2017",,156684,1.069,13,4068,12456,1164709
,"Guns of Boom",73241,1.02,11,3108,6896,675844
,"Trade Island",476,2.083,18,9,27,1296
,"Airport City",15848,0.756,17,283,919,121565
,"Mirrors of Albion",11349,1.592,12,90,923,57980
,"The Tribez",39881,1.025,16,422,2693,262661
,"Paradise Island 2",15752,2.213,16,152,984,44469
,"Mystery Manor",136,1.566,11,4,14,894
"07.11.2017",,155826,1.142,12,3849,13128,1149166
,"Guns of Boom",85966,1.137,11,2931,7572,666064
,"Trade Island",482,1.664,23,6,21,1262
,"Airport City",22275,1.076,17,347,1290,119925
,"Mirrors of Albion",12593,1.629,14,75,941,57764
,"The Tribez",24424,1.004,10,352,2606,259615
,"Paradise Island 2",9936,1.558,14,134,680,43649
,"Mystery Manor",150,2.029,10,4,18,887
"08.11.2017",,147774,1.077,12,3494,12317,1143902
,"Guns of Boom",74308,0.978,11,2537,6477,662070
,"Trade Island",253,1.618,13,5,19,1174
,"Airport City",21411,1.017,17,309,1221,120117
,"Mirrors of Albion",9921,1.549,13,92,893,57641
,"The Tribez",26675,1.131,9,435,2920,258177
,"Paradise Island 2",15071,1.766,19,116,774,43822
,"Mystery Manor",136,1.443,12,,13,901
"09.11.2017",,153272,1.061,13,3667,12102,1141130
,"Guns of Boom",76456,0.976,12,2759,6474,663504
,"Trade Island",988,3.448,25,8,39,1131
,"Airport City",21168,0.918,19,276,1093,119005
,"Mirrors of Albion",14684,1.862,14,86,1074,57666
,"The Tribez",26713,1.035,10,412,2643,255290
,"Paradise Island 2",13120,1.742,17,125,760,43637
,"Mystery Manor",144,2.118,9,1,19,897
"10.11.2017",,242724,1.308,16,3963,15288,1168603
,"Guns of Boom",80900,0.981,12,2906,6810,693889
,"Trade Island",258,2.923,8,12,33,1129
,"Airport City",28447,1.221,19,334,1469,120351
,"Mirrors of Albion",28326,2.554,23,76,1454,56929
,"The Tribez",57280,1.479,16,457,3718,251362
,"Paradise Island 2",47396,4.061,26,177,1790,44073
,"Mystery Manor",116,1.609,9,1,14,870
"11.11.2017",,242625,1.251,16,4384,15513,1240522
,"Guns of Boom",84794,0.947,12,3229,7165,756714
,"Trade Island",257,2.498,9,8,29,1161
,"Airport City",24242,1.037,18,296,1296,124952
,"Mirrors of Albion",25414,2.181,21,79,1257,57623
,"The Tribez",66351,1.536,17,566,3897,253779
,"Paradise Island 2",41269,4.07,22,205,1850,45449
,"Mystery Manor",299,2.251,18,1,19,844
"12.11.2017",,218178,1.223,15,4761,15284,1249946
,"Guns of Boom",81291,0.951,11,3435,7217,759119
,"Trade Island",345,2.364,13,9,27,1142
,"Airport City",25688,1.126,18,365,1419,126009
,"Mirrors of Albion",20938,2.032,18,100,1189,58521
,"The Tribez",58814,1.565,17,640,4038,257982
,"Paradise Island 2",31021,2.985,22,210,1383,46338
,"Mystery Manor",82,1.317,8,2,11,835
"13.11.2017",,170290,1.101,14,3992,12672,1150942
,"Guns of Boom",72558,0.96,11,2991,6473,674244
,"Trade Island",129,2.255,5,11,26,1153
,"Airport City",18903,0.886,18,259,1050,118483
,"Mirrors of Albion",10862,1.483,14,89,840,56633
,"The Tribez",41106,1.178,14,466,3002,254921
,"Paradise Island 2",26623,2.839,21,174,1268,44657
,"Mystery Manor",109,1.528,10,2,13,851
"14.11.2017",,142826,1.042,12,3831,11830,1135601
,"Guns of Boom",73513,0.969,11,2971,6437,664304
,"Trade Island",255,2.11,11,5,23,1090
,"Airport City",24861,1.101,19,255,1277,115949
,"Mirrors of Albion",12410,1.749,13,80,990,56615
,"The Tribez",27244,1.025,10,387,2588,252592
,"Paradise Island 2",4488,1.15,9,133,508,44172
,"Mystery Manor",55,0.796,9,,7,879
"15.11.2017",,162528,1.167,12,3977,13381,1146930
,"Guns of Boom",74899,0.955,11,2916,6489,679388
,"Trade Island",161,1.807,9,7,18,996
,"Airport City",23849,1.003,21,288,1156,115274
,"Mirrors of Albion",15245,2.021,14,108,1146,56715
,"The Tribez",31553,1.263,11,477,3157,249974
,"Paradise Island 2",16702,3.213,12,180,1405,43727
,"Mystery Manor",118,1.168,14,1,10,856
"16.11.2017",,157597,1.117,13,3733,12697,1137152
,"Guns of Boom",73223,0.95,11,2793,6392,672516
,"Trade Island",269,2.413,11,4,25,1036
,"Airport City",26900,1.079,23,245,1232,114218
,"Mirrors of Albion",13428,1.82,13,77,1020,56057
,"The Tribez",30089,1.14,11,427,2838,248876
,"Paradise Island 2",13540,2.692,12,187,1174,43606
,"Mystery Manor",148,1.898,11,,16,843
"17.11.2017",,284249,1.373,18,4015,15908,1158969
,"Guns of Boom",76161,0.948,12,2906,6594,695859
,"Trade Island",171,2.337,7,4,23,984
,"Airport City",105276,2.724,32,353,3140,115279
,"Mirrors of Albion",17009,2.004,15,82,1120,55887
,"The Tribez",66925,1.577,18,513,3884,246245
,"Paradise Island 2",18558,2.582,16,156,1132,43844
,"Mystery Manor",150,1.722,12,1,15,871
"18.11.2017",,257129,1.316,16,4434,16252,1234848
,"Guns of Boom",82630,0.938,12,3114,7126,759505
,"Trade Island",191,1.339,15,4,13,971
,"Airport City",59624,1.744,27,362,2109,120932
,"Mirrors of Albion",18590,2.191,15,151,1255,57291
,"The Tribez",61843,1.564,16,618,3900,249360
,"Paradise Island 2",34093,3.99,19,182,1833,45942
,"Mystery Manor",159,1.889,8,3,16,847
"19.11.2017",,252513,1.262,16,4671,15654,1240643
,"Guns of Boom",78113,0.939,11,3239,7111,757697
,"Trade Island",126,2.27,6,6,22,969
,"Airport City",74117,2.018,29,415,2467,122257
,"Mirrors of Albion",17781,1.853,17,115,1088,58706
,"The Tribez",54582,1.356,17,672,3433,253149
,"Paradise Island 2",27576,3.228,18,223,1519,47054
,"Mystery Manor",219,1.726,18,1,14,811
"20.11.2017",,160943,1.062,13,3859,12236,1151776
,"Guns of Boom",69617,0.936,11,2860,6370,680555
,"Trade Island",299,1.745,18,4,17,974
,"Airport City",15545,0.699,20,256,822,117672
,"Mirrors of Albion",13631,1.714,14,120,981,57242
,"The Tribez",33927,1.079,13,470,2683,248617
,"Paradise Island 2",27877,2.955,20,147,1356,45882
,"Mystery Manor",47,0.839,7,2,7,834
"21.11.2017",,151319,1.128,12,3582,12840,1138484
,"Guns of Boom",67160,0.911,11,2629,6061,665566
,"Trade Island",134,1.826,8,7,17,931
,"Airport City",21601,1.029,17,300,1229,119472
,"Mirrors of Albion",13485,2.039,14,100,1177,57718
,"The Tribez",27269,1.374,8,401,3412,248353
,"Paradise Island 2",21640,2.053,23,141,936,45598
,"Mystery Manor",31,0.946,4,4,8,846
"22.11.2017",,153612,1.103,12,3561,12641,1145697
,"Guns of Boom",70409,0.926,11,2592,6236,673262
,"Trade Island",89,1.427,7,3,13,911
,"Airport City",18413,0.89,17,306,1053,118314
,"Mirrors of Albion",11663,1.888,12,77,1072,56791
,"The Tribez",29354,1.359,9,468,3398,250122
,"Paradise Island 2",23646,1.899,27,114,864,45500
,"Mystery Manor",39,0.627,9,1,5,797
"23.11.2017",,181390,1.182,13,3915,13559,1146769
,"Guns of Boom",74270,0.992,11,2829,6715,676693
,"Trade Island",226,1.149,13,6,17,1479
,"Airport City",21709,0.897,20,326,1057,117897
,"Mirrors of Albion",23460,2.512,16,85,1413,56253
,"The Tribez",28574,1.248,9,525,3103,248657
,"Paradise Island 2",32997,2.77,26,141,1246,44981
,"Mystery Manor",153,0.989,4,3,8,809
"24.11.2017",,244102,1.338,16,4031,15462,1155534
,"Guns of Boom",74206,0.939,11,2870,6478,690178
,"Trade Island",281,0.9,12,13,24,2668
,"Airport City",22428,1.092,17,292,1286,117712
,"Mirrors of Albion",38034,2.853,28,114,1596,55946
,"The Tribez",70323,1.917,16,603,4672,243689
,"Paradise Island 2",38721,3.13,27,139,1395,44571
,"Mystery Manor",108,1.429,11,,11,770
"25.11.2017",,248412,1.286,16,4485,15554,1209645
,"Guns of Boom",78776,0.944,11,3147,6883,729034
,"Trade Island",155,1.135,6,16,27,2379
,"Airport City",22175,0.999,18,315,1212,121360
,"Mirrors of Albion",30573,2.368,25,94,1357,57303
